fact_id,claim_text,subject,predicate,object,suggested_claim_domain,suggested_temporal_class,suggested_source_route,priority_band,leakage_flag,duplicate_candidate_id,confidence,heuristic_reason,search_template_1,search_template_2,reviewer_final_class,reviewer_status,reviewer_id,reviewed_at,reviewer_notes
BCSGK-0295,"বাংলাদেশের উচ্চফলনশীল (উফশী) জাতের কয়েকটি ধানের নাম: হীরা, ময়না, সোনার বাংলা, ইরি, ইরাটম, বিশাইল, মালাইরি, বাংলামতি ইত্যাদি। উচ্চফলনশীল কয়েকটি গমের নাম: বলাকা, দোয়েল শতাব্দী, আনন্দ ইত্যাদি।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,"['বি-শাইল, বলাকা']",static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""বি-শাইল, বলাকা"" ""cultivated_in"" pre-2023 official","""বাংলাদেশের উচ্চফলনশীল (উফশী) জাতের কয়েকটি ধানের নাম: হীরা, ময়না, সোনার বাংলা, ইরি, ইরাটম, বিশাইল, "" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0296,"বাংলামতি, হীরা, ময়না, হরি, সোনার বাংলা, ইরাটম, বিশাইল, চাঁদিনাম, মালা, সুপার রাইস, মুক্তা, প্রগতি, আশা, বিপ্লব, দুলাভোগ, আলোক-৬২১০, নারিকা-১, সোনার বাংলা-১, মালাইরি ইত্যাদি উন্নত জাতের ধানের নাম।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['এক প্রকার ধান'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""এক প্রকার ধান"" ""cultivated_in"" pre-2023 official","""বাংলামতি, হীরা, ময়না, হরি, সোনার বাংলা, ইরাটম, বিশাইল, চাঁদিনাম, মালা, সুপার রাইস, মুক্তা, প্রগতি, "" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0297,"বলাকা, দোয়েল, শতাব্দী, অগ্রণী, সোনালিকা, আনন্দ, আকবর, কাঞ্চন, বরকত, জোপাটিকা, ইনিয়া-৬৬, বিজয় ইত্যাদি গমের উন্নত জাত।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['গম'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""গম"" ""cultivated_in"" pre-2023 official","""বলাকা, দোয়েল, শতাব্দী, অগ্রণী, সোনালিকা, আনন্দ, আকবর, কাঞ্চন, বরকত, জোপাটিকা, ইনিয়া-৬৬, বিজয় ইত্য"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0298,"'ম্যানিলা' ও 'সুমাত্রা' তামাক এর উন্নতজাতের নাম। পদ্মা, মধুবালা তরমুজের উন্নত জাত। রূপালী, ডেলফাজ তুলার উন্নত জাত।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['তামাক'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""তামাক"" ""cultivated_in"" pre-2023 official","""'ম্যানিলা' ও 'সুমাত্রা' তামাক এর উন্নতজাতের নাম। পদ্মা, মধুবালা তরমুজের উন্নত জাত। রূপালী, ডেলফাজ তু"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0299,"কৃষি মৌসুম: রবি (কার্তিক-ফাল্গুন), খরিপ-১ (চৈত্র-জ্যৈষ্ঠ), খরিপ-২ (আষাঢ়-ভাদ্র), বারেমাসি (সারা বছর)।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['কার্তিক-ফাল্গুন'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""কার্তিক-ফাল্গুন"" ""cultivated_in"" pre-2023 official","""কৃষি মৌসুম: রবি (কার্তিক-ফাল্গুন), খরিপ-১ (চৈত্র-জ্যৈষ্ঠ), খরিপ-২ (আষাঢ়-ভাদ্র), বারেমাসি (সারা বছর)"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0300,"ডায়মন্ড, কার্ডিনেল, কুফরি, সিন্দুরী, মিউজিকা, নেপিতাল, অ্যালুয়েট, ক্যারোলাস (ছরাক সহিষ্ণু), গ্রানুলা ইত্যাদি আলুর উন্নত জাতের নাম।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['ডায়মন্ড'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""ডায়মন্ড"" ""cultivated_in"" pre-2023 official","""ডায়মন্ড, কার্ডিনেল, কুফরি, সিন্দুরী, মিউজিকা, নেপিতাল, অ্যালুয়েট, ক্যারোলাস (ছরাক সহিষ্ণু), গ্রানু"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0301,"অগ্নিশ্বর, কানাইবাসি, মোহনবাসি, বীটজবা, অমৃত সাগর, সিসাপুরী, কবরী, সবরি, চাঁপা ইত্যাদি উন্নত জাতের কলার নাম।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['কলা'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,DUP_609a7510fe,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""কলা"" ""cultivated_in"" pre-2023 official","""অগ্নিশ্বর, কানাইবাসি, মোহনবাসি, বীটজবা, অমৃত সাগর, সিসাপুরী, কবরী, সবরি, চাঁপা ইত্যাদি উন্নত জাতের ক"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0302,"বর্ণালী, শুভ্র, উত্তরণ, মোহর, সুইটকর্ন ইত্যাদি উন্নত জাতের ভুট্টার নাম।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['উন্নত জাতের ভুট্টা'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের ভুট্টা"" ""cultivated_in"" pre-2023 official","""বর্ণালী, শুভ্র, উত্তরণ, মোহর, সুইটকর্ন ইত্যাদি উন্নত জাতের ভুট্টার নাম।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0303,'সোনালিকা' ও 'আকবর' বাংলাদেশের কৃষি ক্ষেত্রে উন্নত জাতের গমের নাম।,['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['উন্নত জাতের গমের নাম'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,DUP_92da0978cb,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের গমের নাম"" ""cultivated_in"" pre-2023 official","""'সোনালিকা' ও 'আকবর' বাংলাদেশের কৃষি ক্ষেত্রে উন্নত জাতের গমের নাম।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0304,বাংলাদেশের কৃষিতে 'দোয়েল' উন্নত জাতের গমের নাম।,['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['উন্নত জাতের গমের নাম'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,DUP_92da0978cb,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের গমের নাম"" ""cultivated_in"" pre-2023 official","""বাংলাদেশের কৃষিতে 'দোয়েল' উন্নত জাতের গমের নাম।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0305,'ইরাটম' উন্নত জাতের ধান।,['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['উন্নত জাতের ধান'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের ধান"" ""cultivated_in"" pre-2023 official","""'ইরাটম' উন্নত জাতের ধান।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0306,বাংলাদেশ কৃষিক্ষেত্রে 'বলাকা' ও 'দোয়েল' উন্নতজাতের গম শস্যের নাম।,['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['উন্নতজাতের গম শস্য'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নতজাতের গম শস্য"" ""cultivated_in"" pre-2023 official","""বাংলাদেশ কৃষিক্ষেত্রে 'বলাকা' ও 'দোয়েল' উন্নতজাতের গম শস্যের নাম।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0308,"'অগিশর', 'কানাইবাঁশি', 'মোহনবাঁশি' ও 'বীটজবা' কলা জাতীয় ফলের নাম।",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],cultivated_in,['কলা'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,DUP_609a7510fe,0.82,geographic claim can use a pre-cutoff snapshot,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""কলা"" ""cultivated_in"" pre-2023 official","""'অগিশর', 'কানাইবাঁশি', 'মোহনবাঁশি' ও 'বীটজবা' কলা জাতীয় ফলের নাম।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0309,"বাংলাদেশ চা বোর্ড কর্তৃক নিবন্ধিত চা বাগানের সংখ্যা ১৭৩টি। এদের মধ্যে সর্বাধিক ৯০টি চা বাগান রয়েছে মৌলভীবাজার জেলায়। দ্বিতীয় সর্বাধিক ২৫টি চা বাগান রয়েছে হবিগঞ্জ জেলায়, চট্টগ্রাম জেলায় ২২টি এবং পঞ্চগড় জেলায় ১১টি চা বাগান রয়েছে।",['বিবিধ কৃষিজ ফসল'],cultivated_in,['মৌলভীবাজার'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিবিধ কৃষিজ ফসল"" ""মৌলভীবাজার"" ""cultivated_in"" pre-2023 official","""বাংলাদেশ চা বোর্ড কর্তৃক নিবন্ধিত চা বাগানের সংখ্যা ১৭৩টি। এদের মধ্যে সর্বাধিক ৯০টি চা বাগান রয়েছে "" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0310,"চা গাছ সরাসরি রোদ সহ্য করতে পারে না। এটি ছায়াযুক্ত বা আংশিক ছায়াযুক্ত পরিবেশে ভালো জন্মায়। তাই একে ছায়াপ্রেমী ফসল বলে। ধান, আখ এবং তামাক উষ্ণ ও আর্দ্র জলবায়ুর ফসল।",['বিবিধ কৃষিজ ফসল'],cultivated_in,['চা'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিবিধ কৃষিজ ফসল"" ""চা"" ""cultivated_in"" pre-2023 official","""চা গাছ সরাসরি রোদ সহ্য করতে পারে না। এটি ছায়াযুক্ত বা আংশিক ছায়াযুক্ত পরিবেশে ভালো জন্মায়। তাই এক"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0312,জুম চাষ খাগড়াছড়িতে হয়।,['বিবিধ কৃষিজ ফসল'],cultivated_in,['খাগড়াছড়িতে'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিবিধ কৃষিজ ফসল"" ""খাগড়াছড়িতে"" ""cultivated_in"" pre-2023 official","""জুম চাষ খাগড়াছড়িতে হয়।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0313,বাংলাদেশে সবচেয়ে বেশি উৎপাদিত হয় বোরো ধান।,['বিবিধ কৃষিজ ফসল'],cultivated_in,['বোরো ধান'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিবিধ কৃষিজ ফসল"" ""বোরো ধান"" ""cultivated_in"" pre-2023 official","""বাংলাদেশে সবচেয়ে বেশি উৎপাদিত হয় বোরো ধান।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0314,রোপা আমন ধানের রোপণ উপযোগী সময় শ্রাবণ-ভাদ্র এবং কাটার উপযোগী সময় অগ্রহায়ণ-পৌষ মাসে।,['বিবিধ কৃষিজ ফসল'],cultivated_in,['অগ্রহায়ণ-পৌষ মাসে'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিবিধ কৃষিজ ফসল"" ""অগ্রহায়ণ-পৌষ মাসে"" ""cultivated_in"" pre-2023 official","""রোপা আমন ধানের রোপণ উপযোগী সময় শ্রাবণ-ভাদ্র এবং কাটার উপযোগী সময় অগ্রহায়ণ-পৌষ মাসে।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0315,'জুম' চাষ পদ্ধতি চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহে দেখা যায়।,['বিবিধ কৃষিজ ফসল'],cultivated_in,['চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহ'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""বিবিধ কৃষিজ ফসল"" ""চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহ"" ""cultivated_in"" pre-2023 official","""'জুম' চাষ পদ্ধতি চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহে দেখা যায়।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0331,দেশের মৎস্য সম্পদ সংরক্ষণের নিমিত্তে বাংলাদেশের মৎস্য আইনে ২৩ সেন্টিমিটারের (প্রায় ৯ ইঞ্চি) কম দৈর্ঘ্যের রুই জাতীয় মাছের পোনা মারা এবং ২৫ সেন্টিমিটারের (প্রায় ১০ ইঞ্চি) কম দৈর্ঘ্যের ইলিশ (জাটকা) ধরা নিষেধ।,['মৎস্য সম্পদ'],STATED_AS,['২৩ সেন্টিমিটার'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""মৎস্য সম্পদ"" ""২৩ সেন্টিমিটার"" ""STATED_AS"" pre-2023 official","""দেশের মৎস্য সম্পদ সংরক্ষণের নিমিত্তে বাংলাদেশের মৎস্য আইনে ২৩ সেন্টিমিটারের (প্রায় ৯ ইঞ্চি) কম দৈর্"" manual review",,unreviewed,,,
BCSGK-0333,বাংলাদেশে গো-চারণের জন্য বাথান রয়েছে দুটি জেলায়। যথা-পাবনা ও সিরাজগঞ্জ।,['প্রাণিজ সম্পদ'],located_in,['সিরাজগঞ্জ'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""প্রাণিজ সম্পদ"" ""সিরাজগঞ্জ"" ""located_in"" pre-2023 official","""বাংলাদেশে গো-চারণের জন্য বাথান রয়েছে দুটি জেলায়। যথা-পাবনা ও সিরাজগঞ্জ।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0336,"বাংলাদেশের কেন্দ্রীয় গো-প্রজনন খামার সাভার, ঢাকায় অবস্থিত। এছাড়া কেন্দ্রীয় মুরগি প্রজনন খামার মিরপুর, ঢাকায়; হাঁস প্রজনন খামার নারায়ণগঞ্জে; মহিষ প্রজনন ও উন্নয়ন খামার বাগেরহাটে এবং বেসরকারি কুমির প্রজনন কেন্দ্র ভালুকা, ময়মনসিংহে অবস্থিত।",['প্রাণিজ সম্পদ'],located_in,['সাভার'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""প্রাণিজ সম্পদ"" ""সাভার"" ""located_in"" pre-2023 official","""বাংলাদেশের কেন্দ্রীয় গো-প্রজনন খামার সাভার, ঢাকায় অবস্থিত। এছাড়া কেন্দ্রীয় মুরগি প্রজনন খামার মি"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0353,"সাঁওতাল জনগোষ্ঠী যে ভাষায় কথা বলে, সেটি হলো সাঁওতালি ভাষা। এই ভাষাটি বৃহত্তর অস্ট্রো-এশীয় বা অস্ট্রিক ভাষা পরিবারের অন্তর্ভুক্ত। ক. ভাষা পরিবার: অস্ট্রো-এশীয়। খ. শাখা: মুণ্ডা শাখা।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['অস্ট্রিক-অস্ট্রো এসিয়াটিক (মুও)'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""অস্ট্রিক-অস্ট্রো এসিয়াটিক (মুও)"" ""STATED_AS"" pre-2023 official","""সাঁওতাল জনগোষ্ঠী যে ভাষায় কথা বলে, সেটি হলো সাঁওতালি ভাষা। এই ভাষাটি বৃহত্তর অস্ট্রো-এশীয় বা অস্ট্"" manual review",,unreviewed,,,
BCSGK-0354,সাংগ্রাই হলো বাংলাদেশি মারমা ও রাখাইন নু-গোষ্ঠীর নববর্ষ উৎসবের নাম। এরা পুরোনো বছরের শেষ দুই দিন ও নতুন বছরের প্রথম দিন সহ মোট তিন দিন এ উৎসব পালন করে থাকে।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['সাংগ্রাই'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""সাংগ্রাই"" ""STATED_AS"" pre-2023 official","""সাংগ্রাই হলো বাংলাদেশি মারমা ও রাখাইন নু-গোষ্ঠীর নববর্ষ উৎসবের নাম। এরা পুরোনো বছরের শেষ দুই দিন ও ন"" manual review",,unreviewed,,,
BCSGK-0357,ষষ্ঠ জনশুমারি ও গৃহ গণনা-২০২২ এর চূড়ান্ত রিপোর্ট অনুযায়ী বাংলাদেশের ক্ষুদ্র নৃ গোষ্ঠীর সংখ্যা মোট-৫০টি।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['৫০'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""৫০"" ""STATED_AS"" pre-2023 official","""ষষ্ঠ জনশুমারি ও গৃহ গণনা-২০২২ এর চূড়ান্ত রিপোর্ট অনুযায়ী বাংলাদেশের ক্ষুদ্র নৃ গোষ্ঠীর সংখ্যা মোট-"" manual review",,unreviewed,,,
BCSGK-0358,"ভরাও জনগোষ্ঠী দিনাজপুর, রংপুর, রাজশাহী ও বগুড়া অঞ্চলে বাস করে। এরা জেড়োপাসক এবং ভাষা হচ্ছে কুড়ুখ/সাদ্রি। এদের উৎসব কর্ম যা কর্ম শাখাকে ঘিরে অনুষ্ঠিত হয়।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['রাজশাহী-দিনাজপুর'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""রাজশাহী-দিনাজপুর"" ""located_in"" pre-2023 official","""ভরাও জনগোষ্ঠী দিনাজপুর, রংপুর, রাজশাহী ও বগুড়া অঞ্চলে বাস করে। এরা জেড়োপাসক এবং ভাষা হচ্ছে কুড়ুখ/"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0359,"গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ, শেরপুর, নেত্রকোণা, টাঙ্গাইল, জামালপুর, সুনামগঞ্জ ও সিলেট। বিরিশিরি নেত্রকোণা জেলার দুর্গাপুর উপজেলার ঐতিহ্যবাহী একটি গ্রাম।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['গারো'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""গারো"" ""located_in"" pre-2023 official","""গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ, শেরপুর, নেত্রকোণা, টাঙ্গাইল, জামালপুর, সুনামগঞ্জ ও সিলেট। বি"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0360,গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ জেলায়।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['ময়মনসিংহ'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""ময়মনসিংহ"" ""located_in"" pre-2023 official","""গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ জেলায়।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0361,"চাকমা বাংলাদেশের বৃহত্তম ক্ষুদ্র নৃ-গোষ্ঠী জনগোষ্ঠী। পার্বত্য জেলা রাঙামাটি, খাগড়াছড়ি, বান্দরবানে এদের বসবাস। বৌদ্ধ ধর্মাবলম্বী চাকমাদের প্রধান উৎসব বিজু (বর্ষবরণ)।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['রাঙামাটি জেলায়'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""রাঙামাটি জেলায়"" ""located_in"" pre-2023 official","""চাকমা বাংলাদেশের বৃহত্তম ক্ষুদ্র নৃ-গোষ্ঠী জনগোষ্ঠী। পার্বত্য জেলা রাঙামাটি, খাগড়াছড়ি, বান্দরবানে "" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0363,"হাজং উপজাতির বসবাস শেরপুর, ময়মনসিংহ, সুনামগঞ্জ ও নেত্রকোণায়। সিলেট জেলায় বসবাসকারী উপজাতি হলো খাসি (খাসিয়া), গারো, পাত্র, মুও, মণিপুরী ও তুমিজ।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['সিলেট'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,DUP_1c278ad880,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""সিলেট"" ""located_in"" pre-2023 official","""হাজং উপজাতির বসবাস শেরপুর, ময়মনসিংহ, সুনামগঞ্জ ও নেত্রকোণায়। সিলেট জেলায় বসবাসকারী উপজাতি হলো খাস"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0364,পাঙন উপজাতির ধর্ম ইসলাম।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['পাঙন'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""পাঙন"" ""STATED_AS"" pre-2023 official","""পাঙন উপজাতির ধর্ম ইসলাম।"" manual review",,unreviewed,,,
BCSGK-0365,খাসিয়া নু-গোষ্ঠীদের গ্রামকে বলা হয় পুঞ্জি। ভূমি জরিপের ভৌগোলিক ইউনিট এবং রাজস্ব আদায়ের জন্য এক ইউনিট জমির অভিব্যক্তি হলো মৌজা। অন্যদিকে গ্রামের ক্ষুদ্র অংশকে পাড়া বলা হয়।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['পুঞ্জি'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""পুঞ্জি"" ""STATED_AS"" pre-2023 official","""খাসিয়া নু-গোষ্ঠীদের গ্রামকে বলা হয় পুঞ্জি। ভূমি জরিপের ভৌগোলিক ইউনিট এবং রাজস্ব আদায়ের জন্য এক ইউ"" manual review",,unreviewed,,,
BCSGK-0367,হাজংদের অধিবাস ময়মনসিংহ ও নেত্রকোণায়।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['ময়মনসিংহ ও নেত্রকোণা'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""ময়মনসিংহ ও নেত্রকোণা"" ""located_in"" pre-2023 official","""হাজংদের অধিবাস ময়মনসিংহ ও নেত্রকোণায়।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0368,বাংলাদেশে বসবাসরত ৫০টি উপজাতির মধ্যে গারো ও খাসিয়া ব্যতীত সকল উপজাতির পারিবারিক কাঠামো পিতৃতান্ত্রিক।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['মারমা'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""মারমা"" ""STATED_AS"" pre-2023 official","""বাংলাদেশে বসবাসরত ৫০টি উপজাতির মধ্যে গারো ও খাসিয়া ব্যতীত সকল উপজাতির পারিবারিক কাঠামো পিতৃতান্ত্রি"" manual review",,unreviewed,,,
