claim_text,confidence,duplicate_candidate_id,fact_id,heuristic_reason,leakage_flag,object,predicate,priority_band,reviewed_at,reviewer_final_class,reviewer_id,reviewer_notes,reviewer_status,search_template_1,search_template_2,subject,suggested_claim_domain,suggested_source_route,suggested_temporal_class,final_temporal_class,final_claim_domain,final_source_route,final_priority_band,final_leakage_risk,next_action
"Bangladesh is one of the most climate-vulnerable countries, with about 17% of its land area expected to be inundated by a 1-meter sea level rise.",0.45,DUP_0f7aa2c2f4,BCSGK-0112,claim structure is incomplete,not_yet_checked,[],STATED_AS,P4,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""Bangladesh"" """" ""STATED_AS"" pre-2023 official","""Bangladesh is one of the most climate-vulnerable countries, with about 17% of its land area expected"" manual review",['Bangladesh'],malformed,manual_review,needs_clarification,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
Bangladesh is scheduled to graduate from Least Developed Country (LDC) status by 2026.,0.45,DUP_2a415fe466,BCSGK-0113,manual claim-type review required,not_yet_checked,['United Nations'],STATED_AS,P4,2026-09-16,holdout_contaminated,RA_1,"claim explicitly refers to a post-2023 event, value, or source state",rejected,"""Bangladesh"" ""United Nations"" ""STATED_AS"" pre-2023 official","""Bangladesh is scheduled to graduate from Least Developed Country (LDC) status by 2026."" manual review",['Bangladesh'],ambiguous,manual_review,needs_clarification,blocked,holdout_contaminated,none_holdout_excluded,P1,confirmed_holdout_leakage,exclude_from_2023_holdout
The student-led mass uprising in July-August 2024 led to the fall of Sheikh Hasina's government.,0.45,,BCSGK-0114,manual claim-type review required,not_yet_checked,['Bangladesh'],STATED_AS,P4,2026-09-16,holdout_contaminated,RA_1,"claim explicitly refers to a post-2023 event, value, or source state",rejected,"""Sheikh Hasina"" ""Bangladesh"" ""STATED_AS"" pre-2023 official","""The student-led mass uprising in July-August 2024 led to the fall of Sheikh Hasina's government."" manual review",['Sheikh Hasina'],ambiguous,manual_review,needs_clarification,blocked,holdout_contaminated,none_holdout_excluded,P1,confirmed_holdout_leakage,exclude_from_2023_holdout
"Bangladesh experienced severe floods in 2024, displacing over 5 million people across multiple districts.",0.45,DUP_0f7aa2c2f4,BCSGK-0115,claim structure is incomplete,not_yet_checked,[],STATED_AS,P4,2026-09-16,holdout_contaminated,RA_1,"claim explicitly refers to a post-2023 event, value, or source state",rejected,"""Bangladesh"" """" ""STATED_AS"" pre-2023 official","""Bangladesh experienced severe floods in 2024, displacing over 5 million people across multiple distr"" manual review",['Bangladesh'],malformed,manual_review,needs_clarification,blocked,holdout_contaminated,none_holdout_excluded,P1,confirmed_holdout_leakage,exclude_from_2023_holdout
বাংলাদেশ ২০২৪ সালে জাতিসংঘ মানবাধিকার পরিষদের সদস্য নির্বাচিত হয়।,0.45,,BCSGK-0116,manual claim-type review required,not_yet_checked,['UN Human Rights Council'],STATED_AS,P4,2026-09-16,dynamic_award_or_membership,RA_1,"membership, award, or recognition claim needs dated official evidence",approved,"""Bangladesh"" ""UN Human Rights Council"" ""STATED_AS"" pre-2023 official","""বাংলাদেশ ২০২৪ সালে জাতিসংঘ মানবাধিকার পরিষদের সদস্য নির্বাচিত হয়।"" manual review",['Bangladesh'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_award_or_membership,official_award_or_membership_record,P3,pass,find_accession_award_or_recognition_date
"The Padma Bridge is the longest bridge in Bangladesh, spanning 6.15 kilometers.",0.45,,BCSGK-0120,manual claim-type review required,not_yet_checked,['Bangladesh'],STATED_AS,P4,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""Padma Bridge"" ""Bangladesh"" ""STATED_AS"" pre-2023 official","""The Padma Bridge is the longest bridge in Bangladesh, spanning 6.15 kilometers."" manual review",['Padma Bridge'],ambiguous,manual_review,needs_clarification,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
something about the rivers maybe,0.45,,BCSGK-0123,claim structure is incomplete,not_yet_checked,[],STATED_AS,P4,2026-09-16,malformed,RA_1,claim is too vague or incomplete for reproducible source matching,rejected,""""" """" ""STATED_AS"" pre-2023 official","""something about the rivers maybe"" manual review",[],malformed,manual_review,needs_clarification,blocked,malformed,manual_claim_rewrite,P4,not_yet_checked,rewrite_or_remove_claim
"পাট, চা, চামড়ার মতো স্থানীয় কাঁচামাল-নির্ভর পণ্য রপ্তানী বহুমুখীকরণে সবচেয়ে বেশি সম্ভাবনাময়। বাংলাদেশের গবেষকরা পাটতন্তু দিয়ে সুতা তৈরির পদ্ধতি উদ্ভাবন করেছেন, যা পোশাক শিল্পের কাঁচামাল হিসেবে ব্যবহৃত হতে পারে।",0.82,,BCSGK-0286,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['পাট'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শস্য উৎপাদন ও বহুমুখীকরণ"" ""পাট"" ""cultivated_in"" pre-2023 official","""পাট, চা, চামড়ার মতো স্থানীয় কাঁচামাল-নির্ভর পণ্য রপ্তানী বহুমুখীকরণে সবচেয়ে বেশি সম্ভাবনাময়। বাং"" mediawiki pre cutoff revision or official geography",['শস্য উৎপাদন ও বহুমুখীকরণ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"স্বাধীনতার পর থেকে বাংলাদেশের ধানের উৎপাদন তিন গুণেরও বেশি, গম দ্বিগুণ, সবজি পাঁচ গুণ এবং ভুট্টার উৎপাদন বেড়েছে ১০ গুণ।",0.82,,BCSGK-0288,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ভুট্টা'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শস্য উৎপাদন ও বহুমুখীকরণ"" ""ভুট্টা"" ""cultivated_in"" pre-2023 official","""স্বাধীনতার পর থেকে বাংলাদেশের ধানের উৎপাদন তিন গুণেরও বেশি, গম দ্বিগুণ, সবজি পাঁচ গুণ এবং ভুট্টার উৎ"" mediawiki pre cutoff revision or official geography",['শস্য উৎপাদন ও বহুমুখীকরণ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"১৯৬০ সালে পূর্ব পাকিস্তানে প্রথম কৃষিশুমারি অনুষ্ঠিত হয়। স্বাধীন বাংলাদেশে এ পর্যন্ত ৫টি কৃষিশুমারি অনুষ্ঠিত হয়েছে: ১৯৭৭, ১৯৮৩-৮৪, ১৯৯৬, ২০০৮ ও ২০১৯ সালে।",0.82,,BCSGK-0289,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['২০১৫'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শস্য উৎপাদন ও বহুমুখীকরণ"" ""২০১৫"" ""cultivated_in"" pre-2023 official","""১৯৬০ সালে পূর্ব পাকিস্তানে প্রথম কৃষিশুমারি অনুষ্ঠিত হয়। স্বাধীন বাংলাদেশে এ পর্যন্ত ৫টি কৃষিশুমারি"" mediawiki pre cutoff revision or official geography",['শস্য উৎপাদন ও বহুমুখীকরণ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"কৃষি পরিসংখ্যান বর্ষগ্রন্থ, ২০২৪ অনুযায়ী, বাংলাদেশে সবচেয়ে বেশি পাট উৎপন্ন হয় ফরিদপুর জেলায়।",0.82,,BCSGK-0290,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ফরিদপুর'],cultivated_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""শস্য উৎপাদন ও বহুমুখীকরণ"" ""ফরিদপুর"" ""cultivated_in"" pre-2023 official","""কৃষি পরিসংখ্যান বর্ষগ্রন্থ, ২০২৪ অনুযায়ী, বাংলাদেশে সবচেয়ে বেশি পাট উৎপন্ন হয় ফরিদপুর জেলায়।"" mediawiki pre cutoff revision or official geography",['শস্য উৎপাদন ও বহুমুখীকরণ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশের অর্থনৈতিক সেক্টরগুলোর মধ্যে কৃষি খাতে সবচেয়ে বেশি কর্মসংস্থান হয়।,0.82,,BCSGK-0292,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['কৃষি খাত'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শস্য উৎপাদন ও বহুমুখীকরণ"" ""কৃষি খাত"" ""cultivated_in"" pre-2023 official","""বাংলাদেশের অর্থনৈতিক সেক্টরগুলোর মধ্যে কৃষি খাতে সবচেয়ে বেশি কর্মসংস্থান হয়।"" mediawiki pre cutoff revision or official geography",['শস্য উৎপাদন ও বহুমুখীকরণ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশের উৎপাদিত কৃষিপণ্যের মধ্যে ধানের পরিমাণ সবচেয়ে বেশি এবং উৎপাদিত ধান নিজেদের খাদ্যের চাহিদা মেটানোর জন্য ব্যবহৃত হয়। তাই বাংলাদেশের কৃষি ধান-প্রধান নিবিড় স্বয়ংভোগী।,0.82,,BCSGK-0294,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ধান-প্রধান নিবিড় স্বয়ংভোগী'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শস্য উৎপাদন ও বহুমুখীকরণ"" ""ধান-প্রধান নিবিড় স্বয়ংভোগী"" ""cultivated_in"" pre-2023 official","""বাংলাদেশের উৎপাদিত কৃষিপণ্যের মধ্যে ধানের পরিমাণ সবচেয়ে বেশি এবং উৎপাদিত ধান নিজেদের খাদ্যের চাহিদা"" mediawiki pre cutoff revision or official geography",['শস্য উৎপাদন ও বহুমুখীকরণ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"বাংলাদেশের উচ্চফলনশীল (উফশী) জাতের কয়েকটি ধানের নাম: হীরা, ময়না, সোনার বাংলা, ইরি, ইরাটম, বিশাইল, মালাইরি, বাংলামতি ইত্যাদি। উচ্চফলনশীল কয়েকটি গমের নাম: বলাকা, দোয়েল শতাব্দী, আনন্দ ইত্যাদি।",0.82,,BCSGK-0295,geographic claim can use a pre-cutoff snapshot,not_yet_checked,"['বি-শাইল, বলাকা']",cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""বি-শাইল, বলাকা"" ""cultivated_in"" pre-2023 official","""বাংলাদেশের উচ্চফলনশীল (উফশী) জাতের কয়েকটি ধানের নাম: হীরা, ময়না, সোনার বাংলা, ইরি, ইরাটম, বিশাইল, "" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"বাংলামতি, হীরা, ময়না, হরি, সোনার বাংলা, ইরাটম, বিশাইল, চাঁদিনাম, মালা, সুপার রাইস, মুক্তা, প্রগতি, আশা, বিপ্লব, দুলাভোগ, আলোক-৬২১০, নারিকা-১, সোনার বাংলা-১, মালাইরি ইত্যাদি উন্নত জাতের ধানের নাম।",0.82,,BCSGK-0296,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['এক প্রকার ধান'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""এক প্রকার ধান"" ""cultivated_in"" pre-2023 official","""বাংলামতি, হীরা, ময়না, হরি, সোনার বাংলা, ইরাটম, বিশাইল, চাঁদিনাম, মালা, সুপার রাইস, মুক্তা, প্রগতি, "" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"বলাকা, দোয়েল, শতাব্দী, অগ্রণী, সোনালিকা, আনন্দ, আকবর, কাঞ্চন, বরকত, জোপাটিকা, ইনিয়া-৬৬, বিজয় ইত্যাদি গমের উন্নত জাত।",0.82,,BCSGK-0297,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['গম'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""গম"" ""cultivated_in"" pre-2023 official","""বলাকা, দোয়েল, শতাব্দী, অগ্রণী, সোনালিকা, আনন্দ, আকবর, কাঞ্চন, বরকত, জোপাটিকা, ইনিয়া-৬৬, বিজয় ইত্য"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"'ম্যানিলা' ও 'সুমাত্রা' তামাক এর উন্নতজাতের নাম। পদ্মা, মধুবালা তরমুজের উন্নত জাত। রূপালী, ডেলফাজ তুলার উন্নত জাত।",0.82,,BCSGK-0298,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['তামাক'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""তামাক"" ""cultivated_in"" pre-2023 official","""'ম্যানিলা' ও 'সুমাত্রা' তামাক এর উন্নতজাতের নাম। পদ্মা, মধুবালা তরমুজের উন্নত জাত। রূপালী, ডেলফাজ তু"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"কৃষি মৌসুম: রবি (কার্তিক-ফাল্গুন), খরিপ-১ (চৈত্র-জ্যৈষ্ঠ), খরিপ-২ (আষাঢ়-ভাদ্র), বারেমাসি (সারা বছর)।",0.82,,BCSGK-0299,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['কার্তিক-ফাল্গুন'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""কার্তিক-ফাল্গুন"" ""cultivated_in"" pre-2023 official","""কৃষি মৌসুম: রবি (কার্তিক-ফাল্গুন), খরিপ-১ (চৈত্র-জ্যৈষ্ঠ), খরিপ-২ (আষাঢ়-ভাদ্র), বারেমাসি (সারা বছর)"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"ডায়মন্ড, কার্ডিনেল, কুফরি, সিন্দুরী, মিউজিকা, নেপিতাল, অ্যালুয়েট, ক্যারোলাস (ছরাক সহিষ্ণু), গ্রানুলা ইত্যাদি আলুর উন্নত জাতের নাম।",0.82,,BCSGK-0300,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ডায়মন্ড'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""ডায়মন্ড"" ""cultivated_in"" pre-2023 official","""ডায়মন্ড, কার্ডিনেল, কুফরি, সিন্দুরী, মিউজিকা, নেপিতাল, অ্যালুয়েট, ক্যারোলাস (ছরাক সহিষ্ণু), গ্রানু"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"অগ্নিশ্বর, কানাইবাসি, মোহনবাসি, বীটজবা, অমৃত সাগর, সিসাপুরী, কবরী, সবরি, চাঁপা ইত্যাদি উন্নত জাতের কলার নাম।",0.82,DUP_609a7510fe,BCSGK-0301,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['কলা'],cultivated_in,P1,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""কলা"" ""cultivated_in"" pre-2023 official","""অগ্নিশ্বর, কানাইবাসি, মোহনবাসি, বীটজবা, অমৃত সাগর, সিসাপুরী, কবরী, সবরি, চাঁপা ইত্যাদি উন্নত জাতের ক"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
"বর্ণালী, শুভ্র, উত্তরণ, মোহর, সুইটকর্ন ইত্যাদি উন্নত জাতের ভুট্টার নাম।",0.82,,BCSGK-0302,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['উন্নত জাতের ভুট্টা'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের ভুট্টা"" ""cultivated_in"" pre-2023 official","""বর্ণালী, শুভ্র, উত্তরণ, মোহর, সুইটকর্ন ইত্যাদি উন্নত জাতের ভুট্টার নাম।"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
'সোনালিকা' ও 'আকবর' বাংলাদেশের কৃষি ক্ষেত্রে উন্নত জাতের গমের নাম।,0.82,DUP_92da0978cb,BCSGK-0303,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['উন্নত জাতের গমের নাম'],cultivated_in,P1,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের গমের নাম"" ""cultivated_in"" pre-2023 official","""'সোনালিকা' ও 'আকবর' বাংলাদেশের কৃষি ক্ষেত্রে উন্নত জাতের গমের নাম।"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
বাংলাদেশের কৃষিতে 'দোয়েল' উন্নত জাতের গমের নাম।,0.82,DUP_92da0978cb,BCSGK-0304,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['উন্নত জাতের গমের নাম'],cultivated_in,P1,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের গমের নাম"" ""cultivated_in"" pre-2023 official","""বাংলাদেশের কৃষিতে 'দোয়েল' উন্নত জাতের গমের নাম।"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
'ইরাটম' উন্নত জাতের ধান।,0.82,,BCSGK-0305,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['উন্নত জাতের ধান'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নত জাতের ধান"" ""cultivated_in"" pre-2023 official","""'ইরাটম' উন্নত জাতের ধান।"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশ কৃষিক্ষেত্রে 'বলাকা' ও 'দোয়েল' উন্নতজাতের গম শস্যের নাম।,0.82,,BCSGK-0306,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['উন্নতজাতের গম শস্য'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""উন্নতজাতের গম শস্য"" ""cultivated_in"" pre-2023 official","""বাংলাদেশ কৃষিক্ষেত্রে 'বলাকা' ও 'দোয়েল' উন্নতজাতের গম শস্যের নাম।"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"'অগিশর', 'কানাইবাঁশি', 'মোহনবাঁশি' ও 'বীটজবা' কলা জাতীয় ফলের নাম।",0.82,DUP_609a7510fe,BCSGK-0308,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['কলা'],cultivated_in,P1,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম"" ""কলা"" ""cultivated_in"" pre-2023 official","""'অগিশর', 'কানাইবাঁশি', 'মোহনবাঁশি' ও 'বীটজবা' কলা জাতীয় ফলের নাম।"" mediawiki pre cutoff revision or official geography",['বিভিন্ন ফসলের উন্নত জাতসমূহ ও কৃষি মৌসুম'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
"বাংলাদেশ চা বোর্ড কর্তৃক নিবন্ধিত চা বাগানের সংখ্যা ১৭৩টি। এদের মধ্যে সর্বাধিক ৯০টি চা বাগান রয়েছে মৌলভীবাজার জেলায়। দ্বিতীয় সর্বাধিক ২৫টি চা বাগান রয়েছে হবিগঞ্জ জেলায়, চট্টগ্রাম জেলায় ২২টি এবং পঞ্চগড় জেলায় ১১টি চা বাগান রয়েছে।",0.82,,BCSGK-0309,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['মৌলভীবাজার'],cultivated_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""বিবিধ কৃষিজ ফসল"" ""মৌলভীবাজার"" ""cultivated_in"" pre-2023 official","""বাংলাদেশ চা বোর্ড কর্তৃক নিবন্ধিত চা বাগানের সংখ্যা ১৭৩টি। এদের মধ্যে সর্বাধিক ৯০টি চা বাগান রয়েছে "" mediawiki pre cutoff revision or official geography",['বিবিধ কৃষিজ ফসল'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
"চা গাছ সরাসরি রোদ সহ্য করতে পারে না। এটি ছায়াযুক্ত বা আংশিক ছায়াযুক্ত পরিবেশে ভালো জন্মায়। তাই একে ছায়াপ্রেমী ফসল বলে। ধান, আখ এবং তামাক উষ্ণ ও আর্দ্র জলবায়ুর ফসল।",0.82,,BCSGK-0310,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['চা'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিবিধ কৃষিজ ফসল"" ""চা"" ""cultivated_in"" pre-2023 official","""চা গাছ সরাসরি রোদ সহ্য করতে পারে না। এটি ছায়াযুক্ত বা আংশিক ছায়াযুক্ত পরিবেশে ভালো জন্মায়। তাই এক"" mediawiki pre cutoff revision or official geography",['বিবিধ কৃষিজ ফসল'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
জুম চাষ খাগড়াছড়িতে হয়।,0.82,,BCSGK-0312,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['খাগড়াছড়িতে'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিবিধ কৃষিজ ফসল"" ""খাগড়াছড়িতে"" ""cultivated_in"" pre-2023 official","""জুম চাষ খাগড়াছড়িতে হয়।"" mediawiki pre cutoff revision or official geography",['বিবিধ কৃষিজ ফসল'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশে সবচেয়ে বেশি উৎপাদিত হয় বোরো ধান।,0.82,,BCSGK-0313,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['বোরো ধান'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিবিধ কৃষিজ ফসল"" ""বোরো ধান"" ""cultivated_in"" pre-2023 official","""বাংলাদেশে সবচেয়ে বেশি উৎপাদিত হয় বোরো ধান।"" mediawiki pre cutoff revision or official geography",['বিবিধ কৃষিজ ফসল'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
